species,atpA,atpB,matK,rbcL,rps4,rps4-trnS,trnL-trnF,plastome,join_by,specimen_voucher,publication,outgroup
Elaphoglossum_lanceiforme,NA,NA,NA,MW138225,NA,NA,NA,NA,unjoined,jhnitta776,A taxonomic and molecular survey of the pteridophytes of the,FALSE
Elaphoglossum_lancifolium,NA,EF040640,NA,NA,NA,EF040619,EF040605,NA,voucher,rouhan187,NA,FALSE
Elaphoglossum_langsdorffii,NA,MG600307,NA,NA,NA,GU376683,GU376536,NA,voucher,labiak4113,NA,FALSE
Elaphoglossum_lankesteri,NA,NA,NA,MW138130,NA,NA,NA,NA,unjoined,jhnitta2373a,A taxonomic and molecular survey of the pteridophytes of the,FALSE
Elaphoglossum_lastii,NA,NA,NA,NA,NA,NA,AY194077,NA,unjoined,NA,NA,FALSE
Elaphoglossum_latifolium,NA,NA,NA,MW138227,NA,NA,NA,NA,unjoined,jhnitta774,A taxonomic and molecular survey of the pteridophytes of the,FALSE
Elaphoglossum_lechlerianum,EF463694,EF463410,NA,EF463197,NA,NA,NA,NA,voucher,bach1399,NA,FALSE
Elaphoglossum_lehmannianum,NA,KJ528049,NA,NA,NA,KJ528163,KJ528190,NA,voucher,vasco442,NA,FALSE
Elaphoglossum_lepervanchii,NA,NA,NA,KF992526,NA,NA,NA,NA,unjoined,grouhan208,Evolutionary patterns in the assembly of fern diversity on the,FALSE
Elaphoglossum_leucolepis,NA,EF040638,NA,NA,NA,AY540261,AY536324,NA,voucher,rakotondrainibe6339,NA,FALSE
Elaphoglossum_lherminieri,EF463690,EF463406,NA,EF463193,NA,NA,NA,NA,voucher,moransn,NA,FALSE
Elaphoglossum_lindenii,NA,NA,NA,AY818696,NA,NA,NA,NA,unjoined,NA,Molecular studies of representative species in the fern genus,FALSE
Elaphoglossum_lingua,NA,NA,NA,AY818697,NA,NA,NA,NA,unjoined,NA,Molecular studies of representative species in the fern genus,FALSE
Elaphoglossum_litanum,NA,MG600309,NA,NA,NA,MG600338,MG600366,NA,voucher,matos2104,NA,FALSE
Elaphoglossum_lloense,NA,KJ528084,NA,NA,NA,KJ528144,KJ528198,NA,voucher,vasco445,NA,FALSE
Elaphoglossum_lonchophyllum,NA,NA,NA,AY818698,NA,AY536136,AY534807,NA,publication,NA,molecular studies of representative species in the fern genus,FALSE
Elaphoglossum_longicrure,NA,NA,NA,MW138185,NA,NA,NA,NA,unjoined,jhnitta824,A taxonomic and molecular survey of the pteridophytes of the,FALSE
Elaphoglossum_longistipitatum,NA,NA,NA,KM583469,NA,NA,NA,NA,unjoined,arojas6683,A comparative analysis of island floras challenges taxonomy-based,FALSE
Elaphoglossum_luridum,NA,NA,NA,AY534859,NA,NA,NA,NA,unjoined,NA,Molecular studies of representative species in the fern genus,FALSE
Elaphoglossum_luzonicum,NA,NA,NA,NA,NA,NA,NA,MT130636,NA,NA,NA,FALSE
Elaphoglossum_macropodium,NA,NA,NA,KF992527,NA,NA,NA,NA,unjoined,grouhan209,Evolutionary patterns in the assembly of fern diversity on the,FALSE
Elaphoglossum_marginatum,NA,NA,NA,NA,NA,NA,NA,MT130569,NA,NA,NA,FALSE
Elaphoglossum_marojejyense,NA,EF040630,NA,NA,NA,AY540266,AY536329,NA,voucher,rakotondrainibe6429,NA,FALSE
Elaphoglossum_marquisearum,NA,NA,NA,MT216031,NA,AY540267,AY536330,NA,monophy,NA,NA,FALSE
Elaphoglossum_martinicense,NA,KF212387,NA,NA,NA,KF212437,KF212411,NA,monophy,NA,NA,FALSE
Elaphoglossum_maxonii,NA,KF212388,NA,NA,NA,KF212438,KF212413,NA,voucher,jl341,NA,FALSE
Elaphoglossum_metallicum,NA,NA,NA,AY534858,NA,AY536160,AY534832,NA,publication,NA,molecular studies of representative species in the fern genus,FALSE
Elaphoglossum_meyeri,NA,NA,NA,NA,NA,AY540287,AY536350,NA,voucher,motley2875,NA,FALSE
Elaphoglossum_micradenium,NA,NA,NA,MT657684,NA,NA,NA,NA,unjoined,krwood17416,Biogeography of Pacific pteridophytes in a global context,FALSE
Elaphoglossum_micropogon,NA,EF040643,NA,NA,NA,AY540268,AY536331,NA,voucher,moran6353,NA,FALSE
Elaphoglossum_miersii,NA,MG600323,NA,NA,NA,MG600353,MG600381,NA,voucher,matos2533,NA,FALSE
Elaphoglossum_minutissimum,NA,NA,NA,NA,NA,AY540293,AY536356,NA,voucher,moran6344,NA,FALSE
Elaphoglossum_minutum,NA,NA,NA,AY818699,NA,NA,NA,NA,unjoined,NA,Molecular studies of representative species in the fern genus,FALSE
Elaphoglossum_mitorrhizum,NA,NA,NA,MW138226,NA,NA,NA,NA,unjoined,jhnitta775,A taxonomic and molecular survey of the pteridophytes of the,FALSE
Elaphoglossum_moorei,EF463698,EF463414,NA,EF463198,NA,KJ528154,KJ528209,NA,voucher,bach1584,NA,FALSE
Elaphoglossum_moranii,NA,NA,NA,KM495101,NA,NA,NA,NA,unjoined,arojas7128,A comparative analysis of island floras challenges taxonomy-based,FALSE
Elaphoglossum_nervosum,NA,EU907701,NA,NA,NA,EU907775,EU907837,NA,voucher,eastwooda367herbarium,NA,FALSE
Elaphoglossum_nidiforme,NA,EF040661,NA,NA,NA,KJ528093,EF040615,NA,voucher,jimenez2274,NA,FALSE
Elaphoglossum_nidusoides,NA,EF040634,NA,NA,NA,EF040617,EF040604,NA,monophy,NA,NA,FALSE
Elaphoglossum_nigrescens,NA,NA,NA,AY818710,NA,NA,NA,NA,unjoined,NA,Molecular studies of representative species in the fern genus,FALSE
Elaphoglossum_notatum,NA,KJ528069,NA,NA,NA,GU376678,GU376532,NA,voucher,vasco739,NA,FALSE
Elaphoglossum_oblanceolatum,NA,NA,NA,KM583468,NA,NA,NA,NA,unjoined,arojas6392,A comparative analysis of island floras challenges taxonomy-based,FALSE
Elaphoglossum_obovatum,NA,NA,NA,KJ628708,NA,NA,NA,NA,unjoined,NA,Phylogenetic relatedness within neotropical fern communities,FALSE
Elaphoglossum_ocoense,NA,NA,NA,NA,NA,KF212441,KF212414,NA,voucher,1120,NA,FALSE
Elaphoglossum_orbignyanum,NA,EU907710,NA,AY818701,NA,EU907783,AY534819,NA,monophy,NA,NA,FALSE
Elaphoglossum_ovalilimbatum,NA,NA,NA,NA,NA,AY540272,AY536335,NA,voucher,humbert24895,NA,FALSE
Elaphoglossum_ovatum,NA,EF040641,NA,AY818702,NA,AY540273,AY536336,NA,monophy,NA,NA,FALSE
Elaphoglossum_paleaceum,EF463699,EF463415,NA,EF463199,NA,NA,NA,NA,voucher,moransn,NA,FALSE
Elaphoglossum_palmeri,NA,KF212391,NA,NA,NA,KF212442,KF212415,NA,voucher,jl67,NA,FALSE
Elaphoglossum_papillosum,EF463700,EF463416,NA,EF463200,NA,AY536129,AY534800,NA,monophy,NA,NA,FALSE
Elaphoglossum_parvisquameum,NA,NA,NA,MT657687,NA,NA,NA,NA,unjoined,krwood12432,Biogeography of Pacific pteridophytes in a global context,FALSE
Elaphoglossum_peltatum,EF463701,EF463417,NA,EF463201,NA,NA,NA,NA,voucher,moransn,NA,FALSE
Elaphoglossum_pendulum,NA,NA,NA,NA,NA,MG600355,MG600383,NA,voucher,matos2180,NA,FALSE
Elaphoglossum_petiolatum,NA,NA,NA,MZ771334,NA,NA,NA,NA,unjoined,avm304d,DNA barcoding ferns in an unexplored tropical montane cloud forest,FALSE
Elaphoglossum_petiolosum,NA,KJ528052,NA,NA,NA,KJ528160,KJ528230,NA,voucher,vasco762,NA,FALSE
Elaphoglossum_phanerophlebium,NA,EF040646,NA,NA,NA,AY540276,AY536339,NA,voucher,rakotondrainibe6430,NA,FALSE
Elaphoglossum_phoras,NA,NA,NA,MW138198,NA,NA,NA,NA,unjoined,jhnitta809,A taxonomic and molecular survey of the pteridophytes of the,FALSE
Elaphoglossum_piloselloides,EF463702,EF463418,NA,EF463202,NA,NA,NA,NA,voucher,labiak2827,NA,FALSE
Elaphoglossum_pilosius,NA,MG600330,NA,NA,NA,MG600359,MG600387,NA,voucher,matos2431,NA,FALSE
Elaphoglossum_plumosum,NA,NA,NA,KJ628709,NA,NA,NA,NA,unjoined,NA,Phylogenetic relatedness within neotropical fern communities,FALSE
Elaphoglossum_poolii,NA,EF040639,NA,NA,NA,AY540278,AY536341,NA,voucher,kessler12702,NA,FALSE
Elaphoglossum_potosianum,NA,EU907715,NA,NA,NA,EU907786,EU907849,NA,voucher,hirton22679herbariumny,NA,FALSE
Elaphoglossum_pringlei,NA,NA,NA,AY534855,NA,NA,NA,NA,unjoined,NA,Molecular studies of representative species in the fern genus,FALSE
Elaphoglossum_procurrens,NA,MG600311,NA,NA,NA,MG600340,MG600368,NA,voucher,loriga490,NA,FALSE
Elaphoglossum_productum,NA,NA,NA,NA,NA,AY540279,AY536342,NA,voucher,moransn,NA,FALSE
Elaphoglossum_pteropus,NA,NA,NA,NA,NA,AY540280,AY536343,NA,voucher,mori25579,NA,FALSE
Elaphoglossum_pusillum,NA,KF212394,NA,NA,NA,HG428762,KF212420,NA,monophy,NA,NA,FALSE
Elaphoglossum_pygmaeum,NA,NA,NA,NA,NA,AY540281,AY536344,NA,voucher,smith2826,NA,FALSE
Elaphoglossum_randii,NA,NA,NA,NA,NA,AY540282,AY536345,NA,voucher,huntley2072,NA,FALSE
Elaphoglossum_rapense,NA,NA,NA,NA,NA,AY540283,AY536346,NA,voucher,motley2677,NA,FALSE
Elaphoglossum_raywaense,NA,NA,NA,NA,MN781373,MN781373,NA,NA,voucher,turtuomisto16770,NA,FALSE
Elaphoglossum_rhomboideum,NA,NA,NA,NA,NA,KJ528137,KJ528231,NA,voucher,holmnielsen6168,NA,FALSE
Elaphoglossum_richardii,NA,NA,NA,KF992486,NA,NA,NA,NA,unjoined,shennequinr132,Evolutionary patterns in the assembly of fern diversity on the,FALSE
Elaphoglossum_rigidum,EF463689,EF463405,NA,EF463192,NA,NA,NA,NA,voucher,schuettpelz206,NA,FALSE
Elaphoglossum_rufidulum,NA,NA,NA,KF992528,NA,NA,NA,NA,unjoined,grouhan224,Evolutionary patterns in the assembly of fern diversity on the,FALSE
Elaphoglossum_russelliae,NA,NA,NA,NA,NA,AY540286,AY536349,NA,voucher,moran6360,NA,FALSE
Elaphoglossum_rzedowskii,NA,EU907718,NA,NA,NA,EU907788,EU907851,NA,voucher,bartholomeus2691herbariumny,NA,FALSE
Elaphoglossum_samoense,EF463703,EF463419,NA,EF463203,NA,NA,NA,NA,voucher,ranker1907,NA,FALSE
Elaphoglossum_sartorii,NA,NA,NA,AY818705,NA,AY536161,AY534833,NA,publication,NA,molecular studies of representative species in the fern genus,FALSE
Elaphoglossum_savaiense,NA,NA,NA,KY099801,NA,NA,NA,NA,unjoined,nitta605,Life cycle matters: DNA barcoding reveals contrasting community,FALSE
Elaphoglossum_scolopendrifolium,NA,NA,NA,AY818704,NA,AY536139,AY534810,NA,publication,NA,molecular studies of representative species in the fern genus,FALSE
Elaphoglossum_scolopendriforme,NA,NA,NA,NA,NA,AY540288,AY536351,NA,voucher,rakotondrainibe6426,NA,FALSE
Elaphoglossum_setigerum,NA,NA,NA,NA,NA,AY540289,AY536352,NA,voucher,vanee328,NA,FALSE
Elaphoglossum_sieberi,NA,NA,NA,NA,NA,AY540290,AY536353,NA,voucher,rouhan169,NA,FALSE
Elaphoglossum_siliquoides,NA,NA,NA,AY818706,NA,NA,NA,NA,unjoined,NA,Molecular studies of representative species in the fern genus,FALSE
Elaphoglossum_smithii,NA,NA,NA,KM495095,NA,NA,NA,NA,unjoined,arojas6955,A comparative analysis of island floras challenges taxonomy-based,FALSE
Elaphoglossum_spatulatum,NA,NA,NA,KF992529,NA,NA,NA,NA,unjoined,grouhan246,Evolutionary patterns in the assembly of fern diversity on the,FALSE
Elaphoglossum_splendens,NA,NA,NA,NA,NA,AY540296,AY536359,NA,voucher,rouhan247,NA,FALSE
Elaphoglossum_squamipes,NA,NA,NA,AY818707,NA,NA,NA,NA,unjoined,NA,Molecular studies of representative species in the fern genus,FALSE
Elaphoglossum_squarrosum,NA,KJ528070,NA,NA,NA,KJ528166,KJ528238,NA,voucher,vasco748,NA,FALSE
Elaphoglossum_stelligerum,NA,NA,NA,NA,NA,NA,NA,MT130690,NA,NA,NA,FALSE
Elaphoglossum_stipitatum,NA,NA,NA,KF992487,NA,NA,NA,NA,unjoined,shennequinr173,Evolutionary patterns in the assembly of fern diversity on the,FALSE
Elaphoglossum_styriacum,NA,MN781290,NA,MN781339,MN781374,MN781374,NA,NA,voucher,turtuomisto16571,NA,FALSE
Elaphoglossum_subcinnamomeum,NA,NA,NA,NA,NA,NA,AY194073,NA,unjoined,NA,NA,FALSE
Elaphoglossum_subsessile,NA,EF040660,NA,NA,NA,AY540298,AY536361,NA,voucher,rakotondrainibe6332,NA,FALSE
Elaphoglossum_succisifolium,NA,KJ528047,NA,NA,NA,AY540299,AY536362,NA,monophy,NA,NA,FALSE
Elaphoglossum_tectum,NA,NA,NA,AY534852,NA,AY536142,AY534813,NA,publication,NA,molecular studies of representative species in the fern genus,FALSE
Elaphoglossum_tenuiculum,NA,EU907722,NA,NA,NA,NA,EU907852,NA,voucher,vascoa558herbariumhuany,NA,FALSE
Elaphoglossum_tomentosum,NA,NA,NA,NA,NA,AY540300,AY536363,NA,voucher,rouhan174,NA,FALSE
Elaphoglossum_tonduzii,NA,MG600312,NA,NA,NA,MG600341,MG600369,NA,voucher,matos2079,NA,FALSE
Elaphoglossum_tosaense,NA,NA,NA,AB575181,NA,NA,NA,NA,unjoined,tns763098,Molecular species identification with rich floristic sampling: DNA,FALSE
Elaphoglossum_tovii,NA,NA,NA,MT216032,NA,NA,NA,NA,unjoined,ptbgwood17615,The Evolution of Overrepresentation: exploring the biogeography of,FALSE
Elaphoglossum_tripartitum,EF463704,EF463420,NA,EF463204,NA,KJ528148,KJ528240,NA,voucher,moran6783,NA,FALSE
Elaphoglossum_vagans,NA,MG600313,NA,NA,NA,MG600343,MG600371,NA,voucher,matos2224,NA,FALSE
Elaphoglossum_vestitum,NA,NA,NA,AY534853,NA,NA,NA,NA,unjoined,NA,Molecular studies of representative species in the fern genus,FALSE
Elaphoglossum_vieillardii,NA,NA,NA,NA,NA,AY540301,AY536364,NA,voucher,munzinger1361,NA,FALSE
Elaphoglossum_vulcanicum,NA,EU907729,NA,NA,NA,EU907794,EU907857,NA,voucher,moranrc6891herbariumny,NA,FALSE
Elaphoglossum_wawrae,NA,NA,NA,MT657685,NA,NA,NA,NA,unjoined,krwood12420,Biogeography of Pacific pteridophytes in a global context,FALSE
Elaphoglossum_welwitschii,NA,NA,NA,NA,NA,AY540303,AY536366,NA,voucher,taylor9099,NA,FALSE
Elaphoglossum_wrightii,NA,KJ528075,NA,NA,NA,KJ528086,KJ528243,NA,voucher,loriga194,NA,FALSE
Elaphoglossum_xanthopodum,NA,NA,NA,MZ771316,NA,NA,NA,NA,unjoined,avm306,DNA barcoding ferns in an unexplored tropical montane cloud forest,FALSE
Elaphoglossum_yoshinagae,NA,NA,NA,U05623,NA,NA,NA,NA,unjoined,NA,rbcL gene sequences provide evidence for the evolutionary lineages,FALSE
Elaphoglossum_yungense,NA,EU907733,NA,NA,NA,EU907798,EU907861,NA,voucher,jimenezi2676herbariumny,NA,FALSE
Enterosora_barbatula,NA,KY711781,NA,KY711956,NA,KY712281,KY711607,NA,voucher,tamon53,NA,FALSE
Enterosora_campbellii,NA,NA,NA,MK319107,NA,NA,MK319005,NA,voucher,lellingerwhite1540,NA,FALSE
Enterosora_cornuta,NA,NA,NA,MK319139,NA,NA,MK319043,NA,voucher,lellingerwhile1062,NA,FALSE
Enterosora_devoluta,NA,KY711855,NA,KY712030,NA,KY712347,KY711679,NA,voucher,rouhan1379,NA,FALSE
Enterosora_enterosoroides,NA,GU476756,NA,NA,NA,KM106140,GU476634,NA,voucher,sundue1172,NA,FALSE
Enterosora_forsythiana,NA,KY711858,NA,KY712033,NA,KY712350,KY711682,NA,voucher,rouhan1380,NA,FALSE
Enterosora_goodmanii,NA,KY711863,NA,KY712038,NA,KY712355,KY711686,NA,voucher,rouhan424,NA,FALSE
Enterosora_humbertii,NA,KY711866,NA,KY712041,NA,KY712358,KY711688,NA,monophy,NA,NA,FALSE
Enterosora_mathewsii,NA,KY775306,NA,GU476868,NA,KY775305,GU476743,NA,monophy,NA,NA,FALSE
Enterosora_percrassa,NA,AY459468,NA,AY460635,NA,NA,NA,NA,voucher,moragarojas508uc,NA,FALSE
Enterosora_sectifrons,NA,NA,NA,GU476904,NA,KY775304,KM106101,NA,voucher,sundue1757,NA,FALSE
Enterosora_subpinnata,NA,KY711875,NA,KY712050,NA,KY712367,KY711697,NA,voucher,rouhan1378,NA,FALSE
Enterosora_torulosa,NA,KY711879,NA,KY712054,NA,KY712371,KY711700,NA,voucher,rouhan1249,NA,FALSE
Enterosora_trichosora,NA,NA,NA,GU476920,NA,NA,GU476637,NA,publication,NA,systematics of grammitid ferns (polypodiaceae): using morphology,FALSE
Enterosora_trifurcata,NA,GU476754,NA,GU476909,NA,NA,GU476632,NA,voucher,sundue1774,NA,FALSE
Enterosora_villosissima,NA,KY711892,NA,KY712066,NA,KY712385,KY711713,NA,voucher,carvalho3688,NA,FALSE
Ephemeropteris_palmensis,NA,MK055813,MK055818,MK055827,NA,MK055799,NA,NA,publication,NA,"phylogenetic relationships of neotropical lady ferns (athyriaceae),",FALSE
Ephemeropteris_skinneri,JF832099,JF832156,JF832259,JF832058,NA,NA,KX656169,NA,voucher,rothfels3155,NA,FALSE
Ephemeropteris_tejeroi,NA,NA,MK055821,NA,NA,MK055802,MK055807,NA,voucher,tejero2919ny,NA,FALSE
Equisetum_arvense,NA,NA,NA,NA,NA,NA,NA,JN968380,NA,NA,NA,FALSE
Equisetum_bogotense,NA,NA,NA,AY226139,NA,NA,AY226124,NA,voucher,brucemcalpinsn,NA,FALSE
Equisetum_dycei,NA,NA,NA,MH750220,NA,NA,MH750099,NA,publication,NA,"phylogenetics, classification and typification of extant horsetails",FALSE
Equisetum_ferrissii,NA,AF313541,NA,AF313579,AF313590,AF313590,AY226113,NA,voucher,phammondsn,NA,FALSE
Equisetum_fluviatile,NA,NA,NA,DQ463101,DQ463116,DQ463116,NA,NA,voucher,bell1302bm,NA,FALSE
Equisetum_font-queri,NA,NA,NA,MH750221,MH750149,MH750149,MH750100,NA,publication,NA,"phylogenetics, classification and typification of extant horsetails",FALSE
Equisetum_giganteum,NA,NA,NA,AY226127,NA,NA,AY226118,NA,voucher,raquindasn,NA,FALSE
Equisetum_hyemale,NA,NA,NA,NA,NA,NA,NA,KC117177,NA,NA,NA,FALSE
Equisetum_laevigatum,NA,NA,NA,AY226130,NA,NA,AY226112,NA,voucher,wspeersn,NA,FALSE
Equisetum_litorale,NA,NA,NA,MH750222,NA,NA,NA,NA,unjoined,NA,"Phylogenetics, classification and typification of extant horsetails",FALSE
Equisetum_myriochaetum,NA,NA,NA,AY226131,NA,NA,AY226114,NA,voucher,dldesmarais0047kmpryer,NA,FALSE
Equisetum_palustre,NA,NA,NA,AY226138,NA,NA,AY226123,NA,voucher,kmpryer0010dmbritton,NA,FALSE
Equisetum_pratense,NA,NA,NA,AY226137,NA,NA,AY226122,NA,voucher,kmpryer0006dmbritton,NA,FALSE
Equisetum_ramosissimum,NA,NA,NA,AY226132,NA,NA,AY226115,NA,voucher,rcranfillsn,NA,FALSE
Equisetum_schaffneri,NA,NA,NA,MH750224,NA,NA,NA,NA,unjoined,NA,"Phylogenetics, classification and typification of extant horsetails",FALSE
Equisetum_scirpoides,NA,NA,NA,AY226133,NA,NA,AY226116,NA,voucher,kmpryer0004dmbritton,NA,FALSE
Equisetum_sylvaticum,NA,NA,NA,AY226136,NA,NA,AY226120,NA,voucher,pgwolf908,NA,FALSE
Equisetum_telmateia,NA,AF313542,NA,AY226135,NA,NA,AY226119,NA,voucher,arsmith2575,NA,FALSE
Equisetum_trachyodon,NA,NA,NA,MH750227,NA,NA,MH750106,NA,publication,NA,"phylogenetics, classification and typification of extant horsetails",FALSE
Equisetum_variegatum,NA,NA,NA,AY226134,NA,NA,AY226117,NA,voucher,bhoshizaki592,NA,FALSE
Eupodium_cicutifolium,NA,NA,NA,NA,NA,NA,NA,MN412590,NA,NA,NA,FALSE
Eupodium_kaulfussii,NA,NA,NA,NA,NA,NA,NA,MN412589,NA,NA,NA,FALSE
Eupodium_laeve,NA,EU439058,KM925080,EU439080,EU439107,EU439107,NA,NA,monophy,NA,NA,FALSE
Eupodium_pittieri,NA,NA,NA,KJ716402,NA,NA,NA,NA,unjoined,christenhusz6788,Molecular dates for fern tree of life,FALSE
Gaga_angustifolia,NA,NA,JN647722,JN647780,NA,NA,NA,NA,voucher,anderson12567,NA,FALSE
Gaga_apiacea,NA,NA,JN647725,JN647783,NA,NA,NA,NA,voucher,hinton23441,NA,FALSE
Gaga_arizonica,EU268727,NA,JN647726,JN647784,NA,NA,NA,NA,voucher,schuettpelz461,NA,FALSE
Gaga_chaerophylla,NA,NA,JN647733,JN647791,NA,NA,NA,NA,voucher,bartholomew2516,NA,FALSE
Gaga_complanata,NA,NA,JN647735,JN647793,NA,NA,NA,NA,voucher,breedlove40335,NA,FALSE
Gaga_cuneata,NA,NA,JN647736,JN647794,NA,NA,NA,NA,voucher,cjrothfels3288,NA,FALSE
Gaga_decomposita,NA,NA,JN647738,JN647796,NA,NA,NA,NA,voucher,cjrothfels3119a,NA,FALSE
Gaga_decurrens,NA,NA,JN647743,JN647801,NA,NA,NA,NA,monophy,NA,NA,FALSE
Gaga_germanotta,NA,NA,JX313646,JX313546,NA,NA,NA,NA,voucher,rothfels2618,NA,FALSE
Gaga_harrisii,NA,NA,JN647745,JN647803,NA,NA,NA,NA,voucher,grusz105,NA,FALSE
Gaga_hintoniorum,NA,NA,JN647748,JN647806,NA,NA,NA,NA,monophy,NA,NA,FALSE
Gaga_hirsuta,NA,NA,JN647774,JN647832,NA,NA,NA,NA,voucher,breedlove22395,NA,FALSE
Gaga_kaulfussii,JQ855918,NA,JN647749,JQ855930,NA,NA,NA,NA,voucher,windham519,NA,FALSE
Gaga_marginata,MH170442,NA,JN647754,MH170426,NA,NA,NA,NA,voucher,serrano6089,NA,FALSE
Gaga_membranacea,NA,NA,JN647764,JN647822,NA,NA,NA,NA,voucher,mickel7057,NA,FALSE
Gaga_monstraparva,NA,NA,JX313647,JX313547,NA,NA,NA,NA,voucher,beck1229,NA,FALSE
Gaga_pellaeopsis,NA,NA,JX313641,JX313541,NA,NA,NA,NA,monophy,NA,NA,FALSE
Gaga_purpusii,NA,NA,JX313644,JX313544,NA,NA,NA,NA,voucher,barriga6598,NA,FALSE
Galactodenia_delicatula,NA,GU386961,NA,MK319102,NA,GU387123,GU476715,NA,monophy,NA,NA,FALSE
Galactodenia_parrisiae,NA,NA,NA,KM218794,NA,NA,NA,NA,unjoined,monroknapp5721,Global phylogeny and biogeography of grammitid ferns,FALSE
Galactodenia_subscabra,NA,GU476821,NA,GU476860,NA,GU387127,GU476739,NA,voucher,moran8078,NA,FALSE
Gastoniella_ascensionis,NA,NA,NA,KF680664,NA,NA,NA,NA,unjoined,k000367614,Rescue and conservation of a rediscovered island endemic fern: ex,FALSE
Gastoniella_chaerophylla,NA,NA,NA,NA,NA,NA,NA,MH173080,NA,NA,NA,FALSE
Gastoniella_novogaliciana,NA,NA,NA,AY168714,NA,NA,NA,NA,unjoined,gonzalezpalafox45mich,Molecular Phylogenetics of Anogramma Species and Related Genera,FALSE
Glaphyropteridopsis_erubescens,NA,NA,NA,NA,NA,NA,NA,MN623355,NA,NA,NA,FALSE
Glaphyropteridopsis_rufostraminea,NA,NA,NA,JN572344,JN572181,JN572181,JN572262,NA,voucher,pe2721,NA,FALSE
Gleichenella_pectinata,EF588671,EF588715,NA,EF588693,EF588757,EF588757,EF588802,NA,voucher,mjmchristenhusz4240,NA,FALSE
Gleichenia_abscida,NA,NA,NA,NA,JQ911731,JQ911731,JQ911718,NA,voucher,weltp022155,NA,FALSE
Gleichenia_alpina,NA,NA,NA,DQ910497,NA,NA,DQ910515,NA,voucher,weltp21152,NA,FALSE
Gleichenia_dicarpa,NA,AF313550,NA,AF313584,AF313599,AF313599,NA,NA,voucher,rcranfill227,NA,FALSE
Gleichenia_microphylla,NA,NA,NA,DQ910504,NA,NA,DQ910526,NA,voucher,weltp21162,NA,FALSE
Gleichenia_polypodioides,NA,NA,NA,KF992489,NA,NA,NA,NA,unjoined,mkessler13836,Evolutionary patterns in the assembly of fern diversity on the,FALSE
Goniophlebium_amoenum,NA,NA,NA,NA,NA,NA,NA,MT130635,NA,NA,NA,FALSE
Goniophlebium_argutum,NA,NA,NA,NA,NA,NA,NA,MW876319,NA,NA,NA,FALSE
Goniophlebium_fieldingianum,NA,NA,NA,DQ078627,DQ078632,DQ078632,NA,NA,publication,NA,phylogenetic position of metapolypodium manmeiense: evidence from,FALSE
Goniophlebium_formosanum,NA,NA,NA,NA,NA,NA,NA,MW876320,NA,NA,NA,FALSE
Goniophlebium_manmeiense,NA,NA,NA,NA,NA,NA,NA,MW876321,NA,NA,NA,FALSE
Goniophlebium_mehibitense,NA,NA,NA,EU482932,NA,NA,EU483026,NA,voucher,hovenkamp05278,NA,FALSE
Goniophlebium_mengtzeense,NA,NA,NA,NA,NA,NA,NA,MW876322,NA,NA,NA,FALSE
Goniophlebium_niponicum,NA,NA,NA,NA,NA,NA,NA,MW876323,NA,NA,NA,FALSE
Goniophlebium_percussum,NA,NA,NA,AY362561,NA,NA,NA,NA,unjoined,NA,Unraveling the phylogeny of polygrammoid ferns (Polypodiaceae and,FALSE
Goniophlebium_persicifolium,NA,NA,NA,NA,NA,NA,NA,MT130634,NA,NA,NA,FALSE
Goniophlebium_pseudoconnatum,NA,NA,NA,EU482934,NA,NA,EU483029,NA,voucher,cultbgb239369030,NA,FALSE
Goniophlebium_someyae,NA,NA,NA,AB575291,NA,NA,NA,NA,unjoined,tns766624,Molecular species identification with rich floristic sampling: DNA,FALSE
Goniophlebium_subamoenum,NA,NA,NA,DQ078629,NA,NA,NA,NA,unjoined,sgluz21,Phylogenetic position of Metapolypodium manmeiense: evidence from,FALSE
Goniophlebium_subauriculatum,NA,NA,NA,AF470342,NA,NA,NA,NA,unjoined,NA,Systematics of the Ant-Fern Genus Lecanopteris (Polypodiaceae):,FALSE
Goniophlebium_wattii,NA,NA,NA,DQ078625,DQ078636,DQ078636,NA,NA,publication,NA,phylogenetic position of metapolypodium manmeiense: evidence from,FALSE
Goniophlebium_yunnanense,NA,NA,NA,NA,NA,NA,NA,MT130566,NA,NA,NA,FALSE
Goniopteris_abrupta,EF463876,EF463536,NA,EF463280,NA,NA,NA,NA,voucher,christenhusz3985,NA,FALSE
Goniopteris_biformata,NA,NA,NA,MN781327,MN781388,MN781388,NA,NA,voucher,turtuomisto16362,NA,FALSE
Goniopteris_biolleyi,NA,NA,NA,NA,KT805063,KT805063,KT805027,NA,voucher,tealmeida2352,NA,FALSE
Goniopteris_cordata,NA,NA,NA,NA,NA,NA,MK552142,NA,unjoined,NA,NA,FALSE
Goniopteris_domingensis,NA,NA,MK121792,NA,NA,NA,MK124132,NA,monophy,NA,NA,FALSE
Goniopteris_gemmulifera,JF832145,EF463541,JF832291,EF463285,NA,NA,NA,NA,monophy,NA,NA,FALSE
Goniopteris_goeldii,NA,NA,NA,NA,KT805064,KT805064,KT805028,NA,voucher,asalino14565,NA,FALSE
Goniopteris_hastata,NA,NA,MK097467,NA,NA,NA,NA,NA,unjoined,NA,NA,FALSE
Goniopteris_imitata,NA,NA,NA,MK112898,NA,NA,NA,NA,unjoined,vtmjmchristenhusz3340,The evolution of perine morphology in the Thelypteridaceae,FALSE
