species,seq_len_atpA,accession_atpA,seq_len_atpB,accession_atpB,seq_len_matK,accession_matK,seq_len_rbcL,accession_rbcL,seq_len_rps4,accession_rps4,seq_len_rps4-trnS,accession_rps4-trnS,seq_len_trnL-trnF,accession_trnL-trnF,total_seq_len,join_by,specimen_voucher,publication
Elaphoglossum_ocoense,0,NA,0,NA,0,NA,0,NA,0,NA,397,KF212441,248,KF212414,645,voucher,1120,NA
Elaphoglossum_orbignyanum,0,NA,219,EU907710,0,NA,1107,AY818701,0,NA,421,EU907783,362,AY534819,2109,monophy,NA,NA
Elaphoglossum_ovalilimbatum,0,NA,0,NA,0,NA,0,NA,0,NA,471,AY540272,333,AY536335,804,voucher,humbert24895,NA
Elaphoglossum_ovatum,0,NA,265,EF040641,0,NA,1273,AY818702,0,NA,417,AY540273,377,AY536336,2332,monophy,NA,NA
Elaphoglossum_paleaceum,1506,EF463699,1251,EF463415,0,NA,1308,EF463199,0,NA,0,NA,0,NA,4065,voucher,moransn,NA
Elaphoglossum_palmeri,0,NA,235,KF212391,0,NA,0,NA,0,NA,393,KF212442,357,KF212415,985,voucher,jl67,NA
Elaphoglossum_papillosum,1506,EF463700,1278,EF463416,0,NA,1308,EF463200,0,NA,124,AY536129,350,AY534800,4566,monophy,NA,NA
Elaphoglossum_parvisquameum,NA,NA,NA,NA,NA,NA,1284,MT657687,NA,NA,NA,NA,NA,NA,1284,unjoined,krwood12432,Biogeography of Pacific pteridophytes in a global context
Elaphoglossum_peltatum,1506,EF463701,1278,EF463417,0,NA,1308,EF463201,0,NA,0,NA,0,NA,4092,voucher,moransn,NA
Elaphoglossum_pendulum,0,NA,0,NA,0,NA,0,NA,0,NA,448,MG600355,373,MG600383,821,voucher,matos2180,NA
Elaphoglossum_petiolatum,NA,NA,NA,NA,NA,NA,500,MZ771334,NA,NA,NA,NA,NA,NA,500,unjoined,avm304d,DNA barcoding ferns in an unexplored tropical montane cloud forest
Elaphoglossum_petiolosum,0,NA,235,KJ528052,0,NA,0,NA,0,NA,412,KJ528160,379,KJ528230,1026,voucher,vasco762,NA
Elaphoglossum_phanerophlebium,0,NA,263,EF040646,0,NA,0,NA,0,NA,205,AY540276,370,AY536339,838,voucher,rakotondrainibe6430,NA
Elaphoglossum_phoras,NA,NA,NA,NA,NA,NA,1309,MW138198,NA,NA,NA,NA,NA,NA,1309,unjoined,jhnitta809,A taxonomic and molecular survey of the pteridophytes of the
Elaphoglossum_piloselloides,1506,EF463702,1245,EF463418,0,NA,1308,EF463202,0,NA,0,NA,0,NA,4059,voucher,labiak2827,NA
Elaphoglossum_pilosius,0,NA,208,MG600330,0,NA,0,NA,0,NA,448,MG600359,355,MG600387,1011,voucher,matos2431,NA
Elaphoglossum_plumosum,NA,NA,NA,NA,NA,NA,1265,KJ628709,NA,NA,NA,NA,NA,NA,1265,unjoined,NA,Phylogenetic relatedness within neotropical fern communities
Elaphoglossum_poolii,0,NA,265,EF040639,0,NA,0,NA,0,NA,427,AY540278,322,AY536341,1014,voucher,kessler12702,NA
Elaphoglossum_potosianum,0,NA,283,EU907715,0,NA,0,NA,0,NA,428,EU907786,381,EU907849,1092,voucher,hirton22679herbariumny,NA
Elaphoglossum_pringlei,NA,NA,NA,NA,NA,NA,1181,AY534855,NA,NA,NA,NA,NA,NA,1181,unjoined,NA,Molecular studies of representative species in the fern genus
Elaphoglossum_procurrens,0,NA,228,MG600311,0,NA,0,NA,0,NA,447,MG600340,358,MG600368,1033,voucher,loriga490,NA
Elaphoglossum_productum,0,NA,0,NA,0,NA,0,NA,0,NA,479,AY540279,319,AY536342,798,voucher,moransn,NA
Elaphoglossum_pteropus,0,NA,0,NA,0,NA,0,NA,0,NA,479,AY540280,338,AY536343,817,voucher,mori25579,NA
Elaphoglossum_pusillum,0,NA,235,KF212394,0,NA,0,NA,0,NA,127,HG428762,352,KF212420,714,monophy,NA,NA
Elaphoglossum_pygmaeum,0,NA,0,NA,0,NA,0,NA,0,NA,204,AY540281,372,AY536344,576,voucher,smith2826,NA
Elaphoglossum_randii,0,NA,0,NA,0,NA,0,NA,0,NA,413,AY540282,373,AY536345,786,voucher,huntley2072,NA
Elaphoglossum_rapense,0,NA,0,NA,0,NA,0,NA,0,NA,427,AY540283,382,AY536346,809,voucher,motley2677,NA
Elaphoglossum_raywaense,0,NA,0,NA,0,NA,0,NA,531,MN781373,216,MN781373,0,NA,747,voucher,turtuomisto16770,NA
Elaphoglossum_rhomboideum,0,NA,0,NA,0,NA,0,NA,0,NA,460,KJ528137,380,KJ528231,840,voucher,holmnielsen6168,NA
Elaphoglossum_richardii,NA,NA,NA,NA,NA,NA,1263,KF992486,NA,NA,NA,NA,NA,NA,1263,unjoined,shennequinr132,Evolutionary patterns in the assembly of fern diversity on the
Elaphoglossum_rigidum,1506,EF463689,1278,EF463405,0,NA,1308,EF463192,0,NA,0,NA,0,NA,4092,voucher,schuettpelz206,NA
Elaphoglossum_rufidulum,NA,NA,NA,NA,NA,NA,1263,KF992528,NA,NA,NA,NA,NA,NA,1263,unjoined,grouhan224,Evolutionary patterns in the assembly of fern diversity on the
Elaphoglossum_russelliae,0,NA,0,NA,0,NA,0,NA,0,NA,423,AY540286,374,AY536349,797,voucher,moran6360,NA
Elaphoglossum_rzedowskii,0,NA,231,EU907718,0,NA,0,NA,0,NA,426,EU907788,386,EU907851,1043,voucher,bartholomeus2691herbariumny,NA
Elaphoglossum_samoense,1506,EF463703,1254,EF463419,0,NA,1308,EF463203,0,NA,0,NA,0,NA,4068,voucher,ranker1907,NA
Elaphoglossum_sartorii,0,NA,0,NA,0,NA,1273,AY818705,0,NA,396,AY536161,328,AY534833,1997,publication,NA,molecular studies of representative species in the fern genus
Elaphoglossum_savaiense,NA,NA,NA,NA,NA,NA,1309,KY099801,NA,NA,NA,NA,NA,NA,1309,unjoined,nitta605,Life cycle matters: DNA barcoding reveals contrasting community
Elaphoglossum_scolopendrifolium,0,NA,0,NA,0,NA,1273,AY818704,0,NA,399,AY536139,363,AY534810,2035,publication,NA,molecular studies of representative species in the fern genus
Elaphoglossum_scolopendriforme,0,NA,0,NA,0,NA,0,NA,0,NA,420,AY540288,375,AY536351,795,voucher,rakotondrainibe6426,NA
Elaphoglossum_setigerum,0,NA,0,NA,0,NA,0,NA,0,NA,423,AY540289,386,AY536352,809,voucher,vanee328,NA
Elaphoglossum_sieberi,0,NA,0,NA,0,NA,0,NA,0,NA,412,AY540290,341,AY536353,753,voucher,rouhan169,NA
Elaphoglossum_siliquoides,NA,NA,NA,NA,NA,NA,1273,AY818706,NA,NA,NA,NA,NA,NA,1273,unjoined,NA,Molecular studies of representative species in the fern genus
Elaphoglossum_smithii,NA,NA,NA,NA,NA,NA,1214,KM495095,NA,NA,NA,NA,NA,NA,1214,unjoined,arojas6955,A comparative analysis of island floras challenges taxonomy-based
Elaphoglossum_spatulatum,NA,NA,NA,NA,NA,NA,1263,KF992529,NA,NA,NA,NA,NA,NA,1263,unjoined,grouhan246,Evolutionary patterns in the assembly of fern diversity on the
Elaphoglossum_splendens,0,NA,0,NA,0,NA,0,NA,0,NA,425,AY540296,367,AY536359,792,voucher,rouhan247,NA
Elaphoglossum_squamipes,NA,NA,NA,NA,NA,NA,1273,AY818707,NA,NA,NA,NA,NA,NA,1273,unjoined,NA,Molecular studies of representative species in the fern genus
Elaphoglossum_squarrosum,0,NA,243,KJ528070,0,NA,0,NA,0,NA,433,KJ528166,371,KJ528238,1047,voucher,vasco748,NA
Elaphoglossum_stelligerum,0,NA,0,NA,0,NA,1263,MZ957132,570,MZ957580,394,MZ957580,870,MZ957250,3097,publication,NA,"phylogeny, biogeography, and character evolution in the fern family"
Elaphoglossum_stipitatum,NA,NA,NA,NA,NA,NA,1256,KF992487,NA,NA,NA,NA,NA,NA,1256,unjoined,shennequinr173,Evolutionary patterns in the assembly of fern diversity on the
Elaphoglossum_styriacum,0,NA,1123,MN781290,0,NA,1155,MN781339,531,MN781374,216,MN781374,0,NA,3025,voucher,turtuomisto16571,NA
Elaphoglossum_subcinnamomeum,0,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,874,AY194073,874,unjoined,NA,NA
Elaphoglossum_subsessile,0,NA,265,EF040660,0,NA,0,NA,0,NA,480,AY540298,339,AY536361,1084,voucher,rakotondrainibe6332,NA
Elaphoglossum_succisifolium,0,NA,232,KJ528047,0,NA,0,NA,0,NA,428,AY540299,374,AY536362,1034,monophy,NA,NA
Elaphoglossum_tectum,0,NA,0,NA,0,NA,1277,AY534852,0,NA,382,AY536142,358,AY534813,2017,publication,NA,molecular studies of representative species in the fern genus
Elaphoglossum_tenuiculum,0,NA,220,EU907722,0,NA,0,NA,0,NA,0,NA,383,EU907852,603,voucher,vascoa558herbariumhuany,NA
Elaphoglossum_tomentosum,0,NA,0,NA,0,NA,0,NA,0,NA,421,AY540300,372,AY536363,793,voucher,rouhan174,NA
Elaphoglossum_tonduzii,0,NA,230,MG600312,0,NA,0,NA,0,NA,444,MG600341,376,MG600369,1050,voucher,matos2079,NA
Elaphoglossum_tosaense,NA,NA,NA,NA,NA,NA,1205,AB575181,NA,NA,NA,NA,NA,NA,1205,unjoined,tns763098,Molecular species identification with rich floristic sampling: DNA
Elaphoglossum_tovii,NA,NA,NA,NA,NA,NA,1309,MT216032,NA,NA,NA,NA,NA,NA,1309,unjoined,ptbgwood17615,The Evolution of Overrepresentation: exploring the biogeography of
Elaphoglossum_tripartitum,1506,EF463704,1245,EF463420,0,NA,1308,EF463204,0,NA,459,KJ528148,372,KJ528240,4890,voucher,moran6783,NA
Elaphoglossum_vagans,0,NA,208,MG600313,0,NA,0,NA,0,NA,455,MG600343,318,MG600371,981,voucher,matos2224,NA
Elaphoglossum_vestitum,NA,NA,NA,NA,NA,NA,1277,AY534853,NA,NA,NA,NA,NA,NA,1277,unjoined,NA,Molecular studies of representative species in the fern genus
Elaphoglossum_vieillardii,0,NA,0,NA,0,NA,0,NA,0,NA,482,AY540301,339,AY536364,821,voucher,munzinger1361,NA
Elaphoglossum_vulcanicum,0,NA,259,EU907729,0,NA,0,NA,0,NA,416,EU907794,393,EU907857,1068,voucher,moranrc6891herbariumny,NA
Elaphoglossum_wawrae,NA,NA,NA,NA,NA,NA,1291,MT657685,NA,NA,NA,NA,NA,NA,1291,unjoined,krwood12420,Biogeography of Pacific pteridophytes in a global context
Elaphoglossum_welwitschii,0,NA,0,NA,0,NA,0,NA,0,NA,412,AY540303,369,AY536366,781,voucher,taylor9099,NA
Elaphoglossum_wrightii,0,NA,246,KJ528075,0,NA,0,NA,0,NA,497,KJ528086,384,KJ528243,1127,voucher,loriga194,NA
Elaphoglossum_xanthopodum,NA,NA,NA,NA,NA,NA,519,MZ771316,NA,NA,NA,NA,NA,NA,519,unjoined,avm306,DNA barcoding ferns in an unexplored tropical montane cloud forest
Elaphoglossum_yoshinagae,NA,NA,NA,NA,NA,NA,1283,U05623,NA,NA,NA,NA,NA,NA,1283,unjoined,NA,rbcL gene sequences provide evidence for the evolutionary lineages
Elaphoglossum_yungense,0,NA,243,EU907733,0,NA,0,NA,0,NA,419,EU907798,366,EU907861,1028,voucher,jimenezi2676herbariumny,NA
Enterosora_barbatula,0,NA,1261,KY711781,0,NA,1239,KY711956,0,NA,471,KY712281,279,KY711607,3250,voucher,tamon53,NA
Enterosora_campbellii,0,NA,0,NA,0,NA,1325,MK319107,0,NA,0,NA,241,MK319005,1566,voucher,lellingerwhite1540,NA
Enterosora_cornuta,0,NA,0,NA,0,NA,605,MK319139,0,NA,0,NA,299,MK319043,904,voucher,lellingerwhile1062,NA
Enterosora_devoluta,0,NA,1272,KY711855,0,NA,1239,KY712030,0,NA,471,KY712347,280,KY711679,3262,voucher,rouhan1379,NA
Enterosora_enterosoroides,0,NA,1176,GU476756,0,NA,0,NA,0,NA,416,KM106140,280,GU476634,1872,voucher,sundue1172,NA
Enterosora_forsythiana,0,NA,1272,KY711858,0,NA,1239,KY712033,0,NA,471,KY712350,266,KY711682,3248,voucher,rouhan1380,NA
Enterosora_goodmanii,0,NA,1272,KY711863,0,NA,1239,KY712038,0,NA,471,KY712355,277,KY711686,3259,voucher,rouhan424,NA
Enterosora_humbertii,0,NA,1272,KY711866,0,NA,1239,KY712041,0,NA,471,KY712358,277,KY711688,3259,monophy,NA,NA
Enterosora_mathewsii,0,NA,849,KY775306,0,NA,1304,GU476868,0,NA,372,KY775305,294,GU476743,2819,monophy,NA,NA
Enterosora_percrassa,0,NA,1266,AY459468,0,NA,1155,AY460635,0,NA,0,NA,0,NA,2421,voucher,moragarojas508uc,NA
Enterosora_sectifrons,0,NA,0,NA,0,NA,1303,GU476904,0,NA,432,KY775304,313,KM106101,2048,voucher,sundue1757,NA
Enterosora_subpinnata,0,NA,1272,KY711875,0,NA,1239,KY712050,0,NA,466,KY712367,270,KY711697,3247,voucher,rouhan1378,NA
Enterosora_torulosa,0,NA,1272,KY711879,0,NA,1239,KY712054,0,NA,475,KY712371,289,KY711700,3275,voucher,rouhan1249,NA
Enterosora_trichosora,0,NA,0,NA,0,NA,1251,GU476920,0,NA,0,NA,296,GU476637,1547,publication,NA,systematics of grammitid ferns (polypodiaceae): using morphology
Enterosora_trifurcata,0,NA,1174,GU476754,0,NA,1304,GU476909,0,NA,0,NA,194,GU476632,2672,voucher,sundue1774,NA
Enterosora_villosissima,0,NA,1272,KY711892,0,NA,1197,KY712066,0,NA,471,KY712385,274,KY711713,3214,voucher,carvalho3688,NA
Ephemeropteris_palmensis,0,NA,1209,MK055813,792,MK055818,1287,MK055827,0,NA,482,MK055799,0,NA,3770,publication,NA,"phylogenetic relationships of neotropical lady ferns (athyriaceae),"
Ephemeropteris_skinneri,1742,JF832099,1283,JF832156,1323,JF832259,1309,JF832058,0,NA,0,NA,882,KX656169,6539,voucher,rothfels3155,NA
Ephemeropteris_tejeroi,0,NA,0,NA,786,MK055821,0,NA,0,NA,489,MK055802,340,MK055807,1615,voucher,tejero2919ny,NA
Equisetum_arvense,0,NA,0,NA,0,NA,1325,AY226141,0,NA,0,NA,309,AY226126,1634,voucher,arsmith2637,NA
Equisetum_bogotense,0,NA,0,NA,0,NA,1324,AY226139,0,NA,0,NA,309,AY226124,1633,voucher,brucemcalpinsn,NA
Equisetum_dycei,0,NA,0,NA,0,NA,1312,MH750220,0,NA,0,NA,308,MH750099,1620,publication,NA,"phylogenetics, classification and typification of extant horsetails"
Equisetum_ferrissii,0,NA,1189,AF313541,0,NA,1321,AF313579,592,AF313590,140,AF313590,308,AY226113,3550,voucher,phammondsn,NA
Equisetum_fluviatile,0,NA,0,NA,0,NA,1282,DQ463101,578,DQ463116,155,DQ463116,0,NA,2015,voucher,bell1302bm,NA
Equisetum_font-queri,0,NA,0,NA,0,NA,1285,MH750221,603,MH750149,147,MH750149,219,MH750100,2254,publication,NA,"phylogenetics, classification and typification of extant horsetails"
Equisetum_giganteum,0,NA,0,NA,0,NA,1322,AY226127,0,NA,0,NA,311,AY226118,1633,voucher,raquindasn,NA
Equisetum_hyemale,0,NA,0,NA,0,NA,1325,AY226128,0,NA,0,NA,310,AY226110,1635,voucher,arsmithsn,NA
Equisetum_laevigatum,0,NA,0,NA,0,NA,1324,AY226130,0,NA,0,NA,305,AY226112,1629,voucher,wspeersn,NA
Equisetum_litorale,NA,NA,NA,NA,NA,NA,1292,MH750222,NA,NA,NA,NA,NA,NA,1292,unjoined,NA,"Phylogenetics, classification and typification of extant horsetails"
Equisetum_myriochaetum,0,NA,0,NA,0,NA,1321,AY226131,0,NA,0,NA,310,AY226114,1631,voucher,dldesmarais0047kmpryer,NA
Equisetum_palustre,0,NA,0,NA,0,NA,1325,AY226138,0,NA,0,NA,310,AY226123,1635,voucher,kmpryer0010dmbritton,NA
Equisetum_pratense,0,NA,0,NA,0,NA,1325,AY226137,0,NA,0,NA,312,AY226122,1637,voucher,kmpryer0006dmbritton,NA
Equisetum_ramosissimum,0,NA,0,NA,0,NA,1324,AY226132,0,NA,0,NA,310,AY226115,1634,voucher,rcranfillsn,NA
Equisetum_schaffneri,NA,NA,NA,NA,NA,NA,1310,MH750224,NA,NA,NA,NA,NA,NA,1310,unjoined,NA,"Phylogenetics, classification and typification of extant horsetails"
Equisetum_scirpoides,0,NA,0,NA,0,NA,1325,AY226133,0,NA,0,NA,310,AY226116,1635,voucher,kmpryer0004dmbritton,NA
Equisetum_sylvaticum,0,NA,0,NA,0,NA,1324,AY226136,0,NA,0,NA,284,AY226120,1608,voucher,pgwolf908,NA
Equisetum_telmateia,0,NA,1189,AF313542,0,NA,1325,AY226135,0,NA,0,NA,310,AY226119,2824,voucher,arsmith2575,NA
Equisetum_trachyodon,0,NA,0,NA,0,NA,1307,MH750227,0,NA,0,NA,136,MH750106,1443,publication,NA,"phylogenetics, classification and typification of extant horsetails"
Equisetum_variegatum,0,NA,0,NA,0,NA,1325,AY226134,0,NA,0,NA,311,AY226117,1636,voucher,bhoshizaki592,NA
Eupodium_kaulfussii,0,NA,0,NA,0,NA,0,NA,600,EU439106,524,EU439106,0,NA,1124,monophy,NA,NA
Eupodium_laeve,0,NA,1215,EU439058,1521,KM925080,1336,EU439080,600,EU439107,524,EU439107,0,NA,5196,monophy,NA,NA
Eupodium_pittieri,NA,NA,NA,NA,NA,NA,1250,KJ716402,NA,NA,NA,NA,NA,NA,1250,unjoined,christenhusz6788,Molecular dates for fern tree of life
Gaga_angustifolia,0,NA,0,NA,1302,JN647722,1309,JN647780,0,NA,0,NA,0,NA,2611,voucher,anderson12567,NA
Gaga_apiacea,0,NA,0,NA,1299,JN647725,1309,JN647783,0,NA,0,NA,0,NA,2608,voucher,hinton23441,NA
Gaga_arizonica,1688,EU268727,0,NA,1299,JN647726,1309,JN647784,0,NA,0,NA,0,NA,4296,voucher,schuettpelz461,NA
Gaga_chaerophylla,0,NA,0,NA,1302,JN647733,1309,JN647791,0,NA,0,NA,0,NA,2611,voucher,bartholomew2516,NA
Gaga_complanata,0,NA,0,NA,1299,JN647735,1309,JN647793,0,NA,0,NA,0,NA,2608,voucher,breedlove40335,NA
Gaga_cuneata,0,NA,0,NA,1302,JN647736,1309,JN647794,0,NA,0,NA,0,NA,2611,voucher,cjrothfels3288,NA
Gaga_decomposita,0,NA,0,NA,1302,JN647738,1309,JN647796,0,NA,0,NA,0,NA,2611,voucher,cjrothfels3119a,NA
Gaga_decurrens,0,NA,0,NA,1299,JN647743,1309,JN647801,0,NA,0,NA,0,NA,2608,monophy,NA,NA
Gaga_germanotta,0,NA,0,NA,1299,JX313646,1309,JX313546,0,NA,0,NA,0,NA,2608,voucher,rothfels2618,NA
Gaga_harrisii,0,NA,0,NA,1292,JN647745,1309,JN647803,0,NA,0,NA,0,NA,2601,voucher,grusz105,NA
Gaga_hintoniorum,0,NA,0,NA,1299,JN647748,1309,JN647806,0,NA,0,NA,0,NA,2608,monophy,NA,NA
Gaga_hirsuta,0,NA,0,NA,1299,JN647774,1309,JN647832,0,NA,0,NA,0,NA,2608,voucher,breedlove22395,NA
Gaga_kaulfussii,1652,JQ855918,0,NA,1290,JN647749,1309,JQ855930,0,NA,0,NA,0,NA,4251,voucher,windham519,NA
Gaga_marginata,1753,MH170442,0,NA,1298,JN647754,1309,MH170426,0,NA,0,NA,0,NA,4360,voucher,serrano6089,NA
Gaga_membranacea,0,NA,0,NA,1299,JN647764,1309,JN647822,0,NA,0,NA,0,NA,2608,voucher,mickel7057,NA
Gaga_monstraparva,0,NA,0,NA,1302,JX313647,1309,JX313547,0,NA,0,NA,0,NA,2611,voucher,beck1229,NA
Gaga_pellaeopsis,0,NA,0,NA,1299,JX313641,1309,JX313541,0,NA,0,NA,0,NA,2608,monophy,NA,NA
Gaga_purpusii,0,NA,0,NA,1299,JX313644,1309,JX313544,0,NA,0,NA,0,NA,2608,voucher,barriga6598,NA
Galactodenia_delicatula,0,NA,239,GU386961,0,NA,1334,MK319102,0,NA,448,GU387123,307,GU476715,2328,monophy,NA,NA
Galactodenia_parrisiae,NA,NA,NA,NA,NA,NA,1311,KM218794,NA,NA,NA,NA,NA,NA,1311,unjoined,monroknapp5721,Global phylogeny and biogeography of grammitid ferns
Galactodenia_subscabra,0,NA,1230,GU476821,0,NA,1304,GU476860,0,NA,451,GU387127,325,GU476739,3310,voucher,moran8078,NA
Gastoniella_ascensionis,NA,NA,NA,NA,NA,NA,1278,KF680664,NA,NA,NA,NA,NA,NA,1278,unjoined,k000367614,Rescue and conservation of a rediscovered island endemic fern: ex
Gastoniella_chaerophylla,567,KJ416287,0,NA,0,NA,1288,KJ416343,568,KJ416370,211,KJ416370,0,NA,2634,voucher,prado2178,NA
Gastoniella_novogaliciana,NA,NA,NA,NA,NA,NA,1305,AY168714,NA,NA,NA,NA,NA,NA,1305,unjoined,gonzalezpalafox45mich,Molecular Phylogenetics of Anogramma Species and Related Genera
Glaphyropteridopsis_erubescens,0,NA,0,NA,0,NA,1268,JN572343,540,JN572180,438,JN572180,280,JN572261,2526,voucher,pe4786,NA
Glaphyropteridopsis_rufostraminea,0,NA,0,NA,0,NA,1268,JN572344,538,JN572181,438,JN572181,281,JN572262,2525,voucher,pe2721,NA
Gleichenella_pectinata,1662,EF588671,481,EF588715,0,NA,1309,EF588693,567,EF588757,691,EF588757,977,EF588802,5687,voucher,mjmchristenhusz4240,NA
Gleichenia_abscida,0,NA,0,NA,0,NA,0,NA,565,JQ911731,510,JQ911731,891,JQ911718,1966,voucher,weltp022155,NA
Gleichenia_alpina,0,NA,0,NA,0,NA,1265,DQ910497,0,NA,0,NA,955,DQ910515,2220,voucher,weltp21152,NA
Gleichenia_dicarpa,0,NA,1189,AF313550,0,NA,1322,AF313584,598,AF313599,217,AF313599,0,NA,3326,voucher,rcranfill227,NA
Gleichenia_microphylla,0,NA,0,NA,0,NA,1266,DQ910504,0,NA,0,NA,971,DQ910526,2237,voucher,weltp21162,NA
Gleichenia_polypodioides,NA,NA,NA,NA,NA,NA,1251,KF992489,NA,NA,NA,NA,NA,NA,1251,unjoined,mkessler13836,Evolutionary patterns in the assembly of fern diversity on the
Goniophlebium_amoenum,950,MH664988,650,MH665004,809,MH665018,1225,MH665028,542,MH665091,630,MH665091,796,MH665158,5602,voucher,0020020891,NA
Goniophlebium_argutum,0,NA,654,JX103679,0,NA,1178,JX103721,542,JX103763,605,JX103763,218,JX103805,3197,voucher,kim20129,NA
Goniophlebium_fieldingianum,0,NA,0,NA,0,NA,1311,DQ078627,587,DQ078632,664,DQ078632,0,NA,2562,publication,NA,phylogenetic position of metapolypodium manmeiense: evidence from
Goniophlebium_formosanum,1506,EF463813,1278,EF463495,0,NA,1308,EF463249,0,NA,0,NA,0,NA,4092,voucher,ranker1998,NA
Goniophlebium_manmeiense,NA,NA,NA,NA,NA,NA,702,DQ078628,NA,NA,NA,NA,NA,NA,702,unjoined,sgluk4,Phylogenetic position of Metapolypodium manmeiense: evidence from
Goniophlebium_mehibitense,0,NA,0,NA,0,NA,1300,EU482932,0,NA,0,NA,299,EU483026,1599,voucher,hovenkamp05278,NA
Goniophlebium_mengtzeense,NA,NA,NA,NA,NA,NA,1263,AY362560,NA,NA,NA,NA,NA,NA,1263,unjoined,NA,Unraveling the phylogeny of polygrammoid ferns (Polypodiaceae and
Goniophlebium_niponicum,0,NA,0,NA,0,NA,1347,AB043098,578,AY362626,647,AY362626,272,EU483027,2844,monophy,NA,NA
Goniophlebium_percussum,NA,NA,NA,NA,NA,NA,1320,AY362561,NA,NA,NA,NA,NA,NA,1320,unjoined,NA,Unraveling the phylogeny of polygrammoid ferns (Polypodiaceae and
Goniophlebium_persicifolium,0,NA,0,NA,0,NA,1272,EU482933,0,NA,0,NA,306,EU483028,1578,voucher,cultbgb239129033,NA
Goniophlebium_pseudoconnatum,0,NA,0,NA,0,NA,1269,EU482934,0,NA,0,NA,330,EU483029,1599,voucher,cultbgb239369030,NA
Goniophlebium_someyae,NA,NA,NA,NA,NA,NA,1205,AB575291,NA,NA,NA,NA,NA,NA,1205,unjoined,tns766624,Molecular species identification with rich floristic sampling: DNA
Goniophlebium_subamoenum,NA,NA,NA,NA,NA,NA,1215,DQ078629,NA,NA,NA,NA,NA,NA,1215,unjoined,sgluz21,Phylogenetic position of Metapolypodium manmeiense: evidence from
Goniophlebium_subauriculatum,NA,NA,NA,NA,NA,NA,1320,AF470342,NA,NA,NA,NA,NA,NA,1320,unjoined,NA,Systematics of the Ant-Fern Genus Lecanopteris (Polypodiaceae):
Goniophlebium_wattii,0,NA,0,NA,0,NA,1107,DQ078625,590,DQ078636,643,DQ078636,0,NA,2340,publication,NA,phylogenetic position of metapolypodium manmeiense: evidence from
Goniophlebium_yunnanense,0,NA,0,NA,817,MF450478,1249,MF450448,0,NA,0,NA,0,NA,2066,voucher,wxp201718weixp,NA
Goniopteris_abrupta,1506,EF463876,1183,EF463536,0,NA,1308,EF463280,0,NA,0,NA,0,NA,3997,voucher,christenhusz3985,NA
Goniopteris_biformata,0,NA,0,NA,0,NA,1116,MN781327,531,MN781388,129,MN781388,0,NA,1776,voucher,turtuomisto16362,NA
Goniopteris_biolleyi,0,NA,0,NA,0,NA,0,NA,556,KT805063,535,KT805063,830,KT805027,1921,voucher,tealmeida2352,NA
Goniopteris_cordata,0,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,391,MK552142,391,unjoined,NA,NA
Goniopteris_domingensis,0,NA,0,NA,839,MK121792,0,NA,0,NA,0,NA,390,MK124132,1229,monophy,NA,NA
Goniopteris_gemmulifera,1710,JF832145,1278,EF463541,1326,JF832291,1308,EF463285,0,NA,0,NA,0,NA,5622,monophy,NA,NA
Goniopteris_goeldii,0,NA,0,NA,0,NA,0,NA,550,KT805064,538,KT805064,834,KT805028,1922,voucher,asalino14565,NA
Goniopteris_hastata,0,NA,0,NA,875,MK097467,NA,NA,0,NA,0,NA,0,NA,875,unjoined,NA,NA
Goniopteris_imitata,NA,NA,NA,NA,NA,NA,674,MK112898,NA,NA,NA,NA,NA,NA,674,unjoined,vtmjmchristenhusz3340,The evolution of perine morphology in the Thelypteridaceae
Goniopteris_juruensis,0,NA,0,NA,0,NA,0,NA,556,KT805065,534,KT805065,818,KT805029,1908,voucher,asalino15000,NA
Goniopteris_liebmannii,1506,EF463888,1278,EF463548,0,NA,1308,EF463292,0,NA,0,NA,0,NA,4092,voucher,huietsn,NA
Goniopteris_lugubriformis,0,NA,0,NA,0,NA,660,MN781325,531,MN781393,129,MN781393,0,NA,1320,voucher,turtuomisto16619,NA
Goniopteris_lugubris,0,NA,0,NA,0,NA,0,NA,542,KT805066,534,KT805066,850,KT805030,1926,voucher,tealmeida2124,NA
Goniopteris_minor,NA,NA,NA,NA,NA,NA,658,MK112899,NA,NA,NA,NA,NA,NA,658,unjoined,vttesto1287,The evolution of perine morphology in the Thelypteridaceae
Goniopteris_nicaraguensis,NA,NA,NA,NA,NA,NA,1309,MW138236,NA,NA,NA,NA,NA,NA,1309,unjoined,jhnitta762,A taxonomic and molecular survey of the pteridophytes of the
Goniopteris_pennata,0,NA,0,NA,0,NA,0,NA,521,KT805067,500,KT805067,840,KT805031,1861,voucher,tealmeida2200,NA
Goniopteris_poiteana,1506,EF463893,1278,EF463553,0,NA,1308,EF463297,571,AF425170,489,AF425170,366,AF425133,5518,monophy,NA,NA
Goniopteris_reptans,NA,NA,NA,NA,NA,NA,516,KX397985,NA,NA,NA,NA,NA,NA,516,unjoined,pruittsn,Phylogenetic diversity of Florida plants
Goniopteris_retroflexa,0,NA,0,NA,659,MK552143,NA,NA,0,NA,0,NA,0,NA,659,unjoined,NA,NA
Goniopteris_scabra,0,NA,0,NA,0,NA,0,NA,549,KT805068,534,KT805068,763,KT805032,1846,voucher,asalino14726,NA
